name,year,highest_degree_offered,offers_bachelors_degree,offers_masters_degree,offers_doctors_degree_research_scholarship,offers_doctors_degree_professional_practice,applicants_total,admissions_total,enrolled_total,estimated_enrollment_total,tuition_and_fees_2013_14,total_price_for_in_state_students_living_on_campus_2013_14,total_price_for_out_of_state_students_living_on_campus_2013_14,state_abbreviation,control_of_institution,total_enrollment,full_time_enrollment,part_time_enrollment,undergraduate_enrollment,graduate_enrollment,full_time_undergraduate_enrollment,part_time_undergraduate_enrollment,percent_of_total_enrollment_that_are_women,percent_of_undergraduate_enrollment_that_are_women,percent_of_graduate_enrollment_that_are_women,graduation_rate_bachelor_degree_within_4_years_total,graduation_rate_bachelor_degree_within_5_years_total,graduation_rate_bachelor_degree_within_6_years_total
University of Mount Union,2013,Master's degree,Yes,Yes,Implied no,Implied no,2660.0,1894.0,552.0,2187.0,27380.0,38895.0,38895.0,Ohio,Private not-for-profit,2187.0,2118.0,69.0,2096.0,91.0,2056.0,40.0,51.0,50.0,71.0,53.0,62.0,63.0
Mount Vernon Nazarene University,2013,Master's degree,Yes,Yes,Implied no,Implied no,1279.0,812.0,302.0,2229.0,23690.0,35020.0,35020.0,Ohio,Private not-for-profit,2229.0,1667.0,562.0,1829.0,400.0,1450.0,379.0,65.0,64.0,65.0,49.0,59.0,60.0
College of Mount St Joseph,2013,Doctor's degree - other,Yes,Yes,Implied no,Implied no,1197.0,1048.0,324.0,2186.0,25800.0,35880.0,35880.0,Ohio,Private not-for-profit,2326.0,1432.0,894.0,1795.0,531.0,1223.0,572.0,66.0,63.0,74.0,39.0,57.0,57.0
Muskingum University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2001.0,1520.0,405.0,2169.0,23662.0,35694.0,35694.0,Ohio,Private not-for-profit,2154.0,1501.0,653.0,1728.0,426.0,1438.0,290.0,59.0,55.0,77.0,29.0,45.0,48.0
Notre Dame College,2013,Master's degree,Yes,Yes,Implied no,Implied no,2468.0,2227.0,338.0,2076.0,26344.0,38502.0,38502.0,Ohio,Private not-for-profit,2269.0,1405.0,864.0,1989.0,280.0,1405.0,584.0,58.0,55.0,78.0,18.0,36.0,39.0
Oberlin College,2013,Master's degree,Yes,Yes,Implied no,Implied no,7438.0,2262.0,781.0,2911.0,46870.0,62132.0,62132.0,Ohio,Private not-for-profit,2911.0,2872.0,39.0,2894.0,17.0,2855.0,39.0,54.0,55.0,41.0,76.0,88.0,89.0
Ohio Dominican University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2652.0,1310.0,239.0,2573.0,28932.0,42087.0,42087.0,Ohio,Private not-for-profit,2573.0,1845.0,728.0,2005.0,568.0,1391.0,614.0,60.0,58.0,69.0,29.0,40.0,41.0
Ohio Northern University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,3325.0,2256.0,613.0,3619.0,36720.0,50960.0,50960.0,Ohio,Private not-for-profit,3619.0,3098.0,521.0,2702.0,917.0,2194.0,508.0,51.0,48.0,58.0,53.0,66.0,69.0
Ohio State University-Lima Campus,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,1077.0,7140.0,,,Ohio,Public,1077.0,880.0,197.0,1059.0,18.0,872.0,187.0,55.0,55.0,83.0,20.0,32.0,37.0
Ohio State University-Mansfield Campus,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,1204.0,7140.0,22036.0,37756.0,Ohio,Public,1204.0,985.0,219.0,1155.0,49.0,967.0,188.0,57.0,55.0,96.0,20.0,39.0,42.0
Ohio State University-Marion Campus,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,1259.0,7140.0,,,Ohio,Public,1259.0,973.0,286.0,1230.0,29.0,955.0,275.0,55.0,54.0,86.0,21.0,40.0,45.0
Ohio State University-Newark Campus,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,2315.0,7140.0,22036.0,37756.0,Ohio,Public,2315.0,1893.0,422.0,2263.0,52.0,1883.0,380.0,53.0,52.0,92.0,19.0,39.0,43.0
Ohio State University-Main Campus,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,31359.0,17413.0,7130.0,57466.0,10037.0,25479.0,41199.0,Ohio,Public,57466.0,50012.0,7454.0,44201.0,13265.0,40020.0,4181.0,49.0,47.0,54.0,59.0,81.0,83.0
Ohio University-Main Campus,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,20765.0,15149.0,4244.0,28454.0,10446.0,24396.0,33360.0,Ohio,Public,28786.0,19449.0,9337.0,23504.0,5282.0,16756.0,6748.0,59.0,60.0,54.0,48.0,64.0,66.0
Ohio Wesleyan University,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,4029.0,3035.0,541.0,1840.0,40510.0,55690.0,55690.0,Ohio,Private not-for-profit,1830.0,1809.0,21.0,1830.0,,1809.0,21.0,54.0,54.0,,54.0,62.0,63.0
Otterbein University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,3176.0,2342.0,575.0,2919.0,31424.0,44276.0,44276.0,Ohio,Private not-for-profit,2919.0,2411.0,508.0,2479.0,440.0,2206.0,273.0,65.0,62.0,78.0,2.0,53.0,59.0
University of Rio Grande,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,2313.0,20780.0,35008.0,35008.0,Ohio,Private not-for-profit,2314.0,1808.0,506.0,2206.0,108.0,1801.0,405.0,62.0,62.0,64.0,23.0,29.0,32.0
Shawnee State University,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,4193.0,7177.0,21451.0,26565.0,Ohio,Public,4341.0,3710.0,631.0,4255.0,86.0,3635.0,620.0,59.0,58.0,79.0,13.0,22.0,24.0
Franciscan University of Steubenville,2013,Master's degree,Yes,Yes,Implied no,Implied no,1889.0,1437.0,460.0,2733.0,23160.0,34490.0,34490.0,Ohio,Private not-for-profit,2733.0,2148.0,585.0,2112.0,621.0,1989.0,123.0,61.0,62.0,60.0,61.0,69.0,71.0
Tiffin University,2013,Master's degree,Yes,Yes,Implied no,Implied no,5228.0,2016.0,1313.0,4499.0,20700.0,36481.0,36481.0,Ohio,Private not-for-profit,4954.0,2323.0,2631.0,3764.0,1190.0,2145.0,1619.0,59.0,59.0,61.0,34.0,38.0,43.0
University of Toledo,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,11066.0,10040.0,3428.0,20782.0,9275.0,24109.0,33229.0,Ohio,Public,20743.0,16179.0,4564.0,16153.0,4590.0,13040.0,3113.0,50.0,49.0,55.0,23.0,42.0,46.0
Union Institute & University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,,,,1363.0,11904.0,,,Ohio,Private not-for-profit,1660.0,1041.0,619.0,1241.0,419.0,775.0,466.0,59.0,55.0,72.0,25.0,31.0,31.0
Urbana University,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,1663.0,21566.0,31686.0,31686.0,Ohio,Private not-for-profit,1748.0,786.0,962.0,1584.0,164.0,755.0,829.0,57.0,56.0,66.0,24.0,30.0,30.0
Ursuline College,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,441.0,255.0,103.0,1355.0,26720.0,38344.0,38344.0,Ohio,Private not-for-profit,1357.0,626.0,731.0,805.0,552.0,547.0,258.0,90.0,92.0,88.0,28.0,47.0,50.0
Walsh University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,1640.0,1265.0,493.0,2963.0,25840.0,39390.0,39390.0,Ohio,Private not-for-profit,2963.0,2118.0,845.0,2385.0,578.0,1916.0,469.0,63.0,61.0,71.0,44.0,55.0,55.0
Wilberforce University,2013,Master's degree,Yes,Yes,Implied no,Implied no,1534.0,895.0,69.0,476.0,15140.0,26890.0,26890.0,Ohio,Private not-for-profit,479.0,466.0,13.0,463.0,16.0,451.0,12.0,62.0,61.0,75.0,39.0,55.0,67.0
Wilmington College,2013,Master's degree,Yes,Yes,Implied no,Implied no,3780.0,1740.0,275.0,1200.0,28190.0,40057.0,40057.0,Ohio,Private not-for-profit,1173.0,1031.0,142.0,1169.0,4.0,1030.0,139.0,53.0,53.0,75.0,33.0,38.0,38.0
Wittenberg University,2013,Master's degree,Yes,Yes,Implied no,Implied no,5274.0,4711.0,549.0,1430.0,38030.0,50766.0,50766.0,Ohio,Private not-for-profit,1979.0,1853.0,126.0,1959.0,20.0,1853.0,106.0,57.0,57.0,100.0,59.0,62.0,63.0
The College of Wooster,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,5583.0,3145.0,560.0,2116.0,41680.0,53500.0,53500.0,Ohio,Private not-for-profit,2116.0,2077.0,39.0,2116.0,,2077.0,39.0,56.0,56.0,,70.0,74.0,75.0
Wright State University-Main Campus,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,,,,16668.0,8542.0,22438.0,30442.0,Ohio,Public,16656.0,12900.0,3756.0,12796.0,3860.0,9987.0,2809.0,52.0,51.0,54.0,19.0,36.0,41.0
Xavier University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,10907.0,7632.0,1289.0,6671.0,33000.0,46520.0,46520.0,Ohio,Private not-for-profit,6633.0,4811.0,1822.0,4620.0,2013.0,4150.0,470.0,56.0,54.0,61.0,66.0,74.0,76.0
Youngstown State University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,,,,13374.0,8129.0,20343.0,20572.0,Ohio,Public,13352.0,10038.0,3314.0,12138.0,1214.0,9437.0,2701.0,54.0,53.0,62.0,9.0,25.0,33.0
Bacone College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,2445.0,1756.0,249.0,957.0,14050.0,28010.0,28010.0,Oklahoma,Private not-for-profit,965.0,851.0,114.0,965.0,,851.0,114.0,37.0,37.0,,,2.0,3.0
Oklahoma Wesleyan University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2335.0,1152.0,187.0,1236.0,22252.0,34960.0,34960.0,Oklahoma,Private not-for-profit,1355.0,578.0,777.0,1214.0,141.0,571.0,643.0,61.0,61.0,57.0,50.0,57.0,57.0
Southern Nazarene University,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,2226.0,22044.0,32844.0,32844.0,Oklahoma,Private not-for-profit,2249.0,2136.0,113.0,1743.0,506.0,1634.0,109.0,54.0,52.0,61.0,33.0,46.0,47.0
Cameron University,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,5901.0,5055.0,15337.0,22777.0,Oklahoma,Public,5898.0,3772.0,2126.0,5358.0,540.0,3590.0,1768.0,61.0,61.0,67.0,8.0,17.0,20.0
University of Central Oklahoma,2013,Master's degree,Yes,Yes,Implied no,Implied no,10432.0,8761.0,2223.0,17217.0,5437.0,17293.0,25407.0,Oklahoma,Public,17220.0,11644.0,5576.0,15218.0,2002.0,10962.0,4256.0,58.0,57.0,71.0,10.0,28.0,36.0
East Central University,2013,Master's degree,Yes,Yes,Implied no,Implied no,968.0,950.0,612.0,4587.0,5241.0,13063.0,20465.0,Oklahoma,Public,4587.0,3327.0,1260.0,3757.0,830.0,3061.0,696.0,62.0,60.0,71.0,17.0,30.0,34.0
Langston University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,,,,2567.0,3815.0,16465.0,21889.0,Oklahoma,Public,2533.0,2025.0,508.0,2075.0,458.0,1841.0,234.0,61.0,60.0,68.0,16.0,26.0,31.0
Northeastern State University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,1889.0,1386.0,847.0,8559.0,4992.0,14298.0,21318.0,Oklahoma,Public,8548.0,5695.0,2853.0,7418.0,1130.0,5283.0,2135.0,61.0,60.0,68.0,12.0,25.0,30.0
Northwestern Oklahoma State University,2013,Master's degree,Yes,Yes,Implied no,Implied no,888.0,531.0,437.0,2313.0,5642.0,14522.0,20644.0,Oklahoma,Public,2307.0,1605.0,702.0,2077.0,230.0,1516.0,561.0,57.0,56.0,67.0,13.0,28.0,31.0
Oklahoma Christian University,2013,Master's degree,Yes,Yes,Implied no,Implied no,1984.0,1254.0,533.0,2416.0,18800.0,29825.0,29825.0,Oklahoma,Private not-for-profit,2421.0,2116.0,305.0,1962.0,459.0,1874.0,88.0,47.0,49.0,41.0,28.0,46.0,49.0
Oklahoma Panhandle State University,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,858.0,409.0,289.0,1391.0,6739.0,15888.0,15888.0,Oklahoma,Public,1375.0,1041.0,334.0,1375.0,,1041.0,334.0,53.0,53.0,,16.0,29.0,30.0
Oklahoma State University-Main Campus,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,11064.0,8411.0,3872.0,25706.0,7442.0,21842.0,34427.0,Oklahoma,Public,26073.0,19959.0,6114.0,20660.0,5413.0,17793.0,2867.0,48.0,49.0,45.0,33.0,55.0,60.0
Oklahoma Baptist University,2013,Master's degree,Yes,Yes,Implied no,Implied no,6560.0,3704.0,580.0,2107.0,21842.0,33400.0,33400.0,Oklahoma,Private not-for-profit,2097.0,1931.0,166.0,2019.0,78.0,1868.0,151.0,59.0,59.0,56.0,47.0,54.0,55.0
Oklahoma City University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,1442.0,1038.0,351.0,3201.0,29426.0,44356.0,44356.0,Oklahoma,Private not-for-profit,3179.0,2573.0,606.0,1964.0,1215.0,1754.0,210.0,58.0,62.0,53.0,49.0,59.0,61.0
University of Oklahoma-Norman Campus,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,10991.0,8841.0,4052.0,27303.0,8916.0,23441.0,35630.0,Oklahoma,Public,27292.0,20627.0,6665.0,20985.0,6307.0,17559.0,3426.0,49.0,49.0,50.0,35.0,59.0,66.0
Oral Roberts University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,1417.0,617.0,399.0,3335.0,22508.0,36950.0,36950.0,Oklahoma,Private not-for-profit,3414.0,2862.0,552.0,2884.0,530.0,2517.0,367.0,56.0,56.0,53.0,41.0,51.0,53.0
Rogers State University,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,1864.0,1015.0,785.0,4257.0,5349.0,18451.0,25105.0,Oklahoma,Public,4473.0,2600.0,1873.0,4473.0,,2600.0,1873.0,63.0,63.0,,9.0,14.0,18.0
Saint Gregory's University,2013,Master's degree,Yes,Yes,Implied no,Implied no,602.0,570.0,127.0,682.0,20595.0,33389.0,33389.0,Oklahoma,Private not-for-profit,684.0,382.0,302.0,633.0,51.0,369.0,264.0,56.0,57.0,43.0,15.0,23.0,23.0
University of Science and Arts of Oklahoma,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,594.0,371.0,150.0,912.0,4866.0,13106.0,19538.0,Oklahoma,Public,918.0,805.0,113.0,918.0,,805.0,113.0,64.0,64.0,,27.0,37.0,39.0
Southeastern Oklahoma State University,2013,Master's degree,Yes,Yes,Implied no,Implied no,1001.0,800.0,538.0,3840.0,5315.0,15045.0,23170.0,Oklahoma,Public,3826.0,2777.0,1049.0,3498.0,328.0,2668.0,830.0,54.0,54.0,47.0,13.0,26.0,31.0
Southwestern Christian University,2013,Master's degree,Yes,Yes,Implied no,Implied no,405.0,358.0,254.0,844.0,14220.0,26470.0,26470.0,Oklahoma,Private not-for-profit,847.0,600.0,247.0,804.0,43.0,565.0,239.0,54.0,55.0,47.0,35.0,47.0,53.0
Southwestern Oklahoma State University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,2536.0,2289.0,913.0,4995.0,5460.0,17613.0,23973.0,Oklahoma,Public,4942.0,3871.0,1071.0,4162.0,780.0,3368.0,794.0,58.0,58.0,59.0,14.0,23.0,30.0
University of Tulsa,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,7304.0,2965.0,856.0,4597.0,34835.0,51035.0,51035.0,Oklahoma,Private not-for-profit,4597.0,4102.0,495.0,3428.0,1169.0,3293.0,135.0,43.0,42.0,44.0,51.0,67.0,69.0
Concordia University-Portland,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,1790.0,1001.0,217.0,5428.0,27492.0,39022.0,39022.0,Oregon,Private not-for-profit,5428.0,4960.0,468.0,1388.0,4040.0,1188.0,200.0,75.0,68.0,78.0,36.0,53.0,55.0
Eastern Oregon University,2013,Master's degree,Yes,Yes,Implied no,Implied no,1503.0,1007.0,426.0,4157.0,7530.0,21090.0,30315.0,Oregon,Public,4157.0,2198.0,1959.0,3754.0,403.0,2140.0,1614.0,62.0,61.0,69.0,15.0,21.0,23.0
George Fox University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,2431.0,1830.0,624.0,3560.0,31120.0,43800.0,43800.0,Oregon,Private not-for-profit,3712.0,2493.0,1219.0,2384.0,1328.0,2108.0,276.0,57.0,57.0,55.0,52.0,61.0,62.0
Lewis & Clark College,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,6458.0,4059.0,473.0,3521.0,41928.0,55666.0,55666.0,Oregon,Private not-for-profit,3521.0,3110.0,411.0,2126.0,1395.0,2086.0,40.0,61.0,59.0,64.0,67.0,74.0,75.0
Linfield College-McMinnville Campus,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,2139.0,1972.0,449.0,1671.0,36310.0,48182.0,48182.0,Oregon,Private not-for-profit,1671.0,1630.0,41.0,1671.0,,1630.0,41.0,60.0,60.0,,59.0,66.0,68.0
Marylhurst University,2013,Master's degree,Yes,Yes,Implied no,Implied no,36.0,14.0,8.0,1344.0,19665.0,,,Oregon,Private not-for-profit,1408.0,255.0,1153.0,741.0,667.0,176.0,565.0,65.0,69.0,60.0,,21.0,21.0
Northwest Christian University,2013,Master's degree,Yes,Yes,Implied no,Implied no,318.0,224.0,82.0,664.0,24930.0,37470.0,37470.0,Oregon,Private not-for-profit,660.0,541.0,119.0,484.0,176.0,382.0,102.0,65.0,64.0,70.0,42.0,42.0,44.0
Oregon Institute of Technology,2013,Master's degree,Yes,Yes,Implied no,Implied no,2778.0,1982.0,363.0,4001.0,8548.0,21163.0,34803.0,Oregon,Public,4407.0,2370.0,2037.0,4366.0,41.0,2341.0,2025.0,48.0,48.0,17.0,18.0,38.0,43.0
Oregon State University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,12414.0,9799.0,3516.0,26541.0,8322.0,23559.0,38751.0,Oregon,Public,27902.0,21958.0,5944.0,23157.0,4745.0,18484.0,4673.0,47.0,46.0,48.0,30.0,55.0,61.0
University of Oregon,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,21263.0,15770.0,4031.0,24513.0,9763.0,24352.0,44377.0,Oregon,Public,24473.0,21920.0,2553.0,20797.0,3676.0,18892.0,1905.0,52.0,52.0,53.0,44.0,62.0,67.0
Pacific University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,2658.0,2291.0,421.0,3607.0,37024.0,50486.0,50486.0,Oregon,Private not-for-profit,3583.0,3316.0,267.0,1785.0,1798.0,1729.0,56.0,64.0,58.0,69.0,52.0,60.0,62.0
Portland State University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,5751.0,3518.0,1465.0,27811.0,7878.0,23528.0,38738.0,Oregon,Public,28260.0,17308.0,10952.0,22927.0,5333.0,14671.0,8256.0,53.0,52.0,59.0,18.0,32.0,42.0
University of Portland,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,9523.0,6361.0,835.0,4036.0,38670.0,53958.0,53958.0,Oregon,Private not-for-profit,4036.0,3515.0,521.0,3494.0,542.0,3410.0,84.0,59.0,58.0,62.0,70.0,75.0,75.0
Reed College,2013,Master's degree,Yes,Yes,Implied no,Implied no,2893.0,1404.0,354.0,1453.0,46010.0,59630.0,59630.0,Oregon,Private not-for-profit,1411.0,1356.0,55.0,1395.0,16.0,1356.0,39.0,52.0,52.0,56.0,70.0,80.0,82.0
Southern Oregon University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2615.0,1910.0,673.0,5574.0,7438.0,21367.0,33829.0,Oregon,Public,5992.0,3833.0,2159.0,5500.0,492.0,3631.0,1869.0,57.0,56.0,63.0,18.0,33.0,37.0
Warner Pacific College,2013,Master's degree,Yes,Yes,Implied no,Implied no,948.0,500.0,85.0,506.0,19770.0,32166.0,32166.0,Oregon,Private not-for-profit,506.0,470.0,36.0,503.0,3.0,469.0,34.0,56.0,56.0,67.0,23.0,32.0,32.0
Corban University,2013,Doctor's degree - other,Yes,Yes,Implied no,Implied no,2896.0,934.0,222.0,1089.0,27431.0,40407.0,40407.0,Oregon,Private not-for-profit,1143.0,916.0,227.0,936.0,207.0,846.0,90.0,60.0,61.0,55.0,46.0,52.0,53.0
Willamette University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,8109.0,4690.0,545.0,2702.0,42305.0,54813.0,54813.0,Oregon,Private not-for-profit,2855.0,2660.0,195.0,2119.0,736.0,1981.0,138.0,53.0,56.0,44.0,71.0,77.0,79.0
Western Oregon University,2013,Master's degree,Yes,Yes,Implied no,Implied no,2848.0,2512.0,1026.0,6188.0,8634.0,22581.0,35706.0,Oregon,Public,6177.0,4720.0,1457.0,5263.0,914.0,4423.0,840.0,60.0,58.0,72.0,20.0,40.0,44.0
Bryn Athyn College of the New Church,2013,Master's degree,Yes,Yes,Implied no,Implied no,396.0,205.0,81.0,272.0,17724.0,29734.0,29734.0,Pennsylvania,Private not-for-profit,278.0,265.0,13.0,270.0,8.0,262.0,8.0,51.0,52.0,38.0,6.0,6.0,49.0
Albright College,2013,Master's degree,Yes,Yes,Implied no,Implied no,6060.0,3776.0,655.0,2418.0,36660.0,49160.0,49160.0,Pennsylvania,Private not-for-profit,2384.0,2315.0,69.0,2349.0,35.0,2315.0,34.0,58.0,58.0,71.0,48.0,53.0,54.0
Allegheny College,2013,Bachelor's degree,Yes,Implied no,Implied no,Implied no,4512.0,2927.0,604.0,2161.0,39100.0,52020.0,52020.0,Pennsylvania,Private not-for-profit,2161.0,2125.0,36.0,2161.0,,2125.0,36.0,54.0,54.0,,74.0,78.0,79.0
DeSales University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,2624.0,1989.0,416.0,3266.0,31250.0,48398.0,48398.0,Pennsylvania,Private not-for-profit,3266.0,2063.0,1203.0,2482.0,784.0,1836.0,646.0,61.0,62.0,59.0,63.0,70.0,70.0
Alvernia University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,1792.0,1391.0,389.0,2877.0,29060.0,43250.0,43250.0,Pennsylvania,Private not-for-profit,2871.0,1824.0,1047.0,2371.0,500.0,1719.0,652.0,71.0,72.0,63.0,35.0,49.0,51.0
Arcadia University,2013,Doctor's degree - research/scholarship and professional practice,Yes,Yes,Yes,Yes,9608.0,5735.0,597.0,3905.0,36810.0,51970.0,51970.0,Pennsylvania,Private not-for-profit,3905.0,2844.0,1061.0,2453.0,1452.0,2260.0,193.0,71.0,68.0,75.0,53.0,58.0,61.0
Bloomsburg University of Pennsylvania,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,9248.0,8190.0,2218.0,10127.0,8582.0,22182.0,32306.0,Pennsylvania,Public,10127.0,9155.0,972.0,9416.0,711.0,8813.0,603.0,58.0,56.0,72.0,42.0,60.0,62.0
Bryn Mawr College,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,2708.0,1081.0,365.0,1730.0,43900.0,59760.0,59760.0,Pennsylvania,Private not-for-profit,1738.0,1663.0,75.0,1328.0,410.0,1315.0,13.0,95.0,100.0,80.0,81.0,84.0,84.0
Bucknell University,2013,Master's degree,Yes,Yes,Implied no,Implied no,7947.0,2345.0,933.0,3608.0,46902.0,61060.0,61060.0,Pennsylvania,Private not-for-profit,3608.0,3555.0,53.0,3532.0,76.0,3504.0,28.0,52.0,52.0,53.0,87.0,91.0,91.0
Cabrini College,2013,Master's degree,Yes,Yes,Implied no,Implied no,2127.0,1580.0,304.0,2448.0,29000.0,45322.0,45322.0,Pennsylvania,Private not-for-profit,2448.0,1303.0,1145.0,1337.0,1111.0,1228.0,109.0,69.0,64.0,76.0,39.0,45.0,46.0
California University of Pennsylvania,2013,Master's degree,Yes,Yes,Implied no,Implied no,3022.0,2801.0,1154.0,8243.0,9239.0,24860.0,28712.0,Pennsylvania,Public,8243.0,6527.0,1716.0,6450.0,1793.0,5649.0,801.0,54.0,52.0,62.0,31.0,50.0,53.0
Carlow University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,669.0,637.0,206.0,2319.0,25416.0,38450.0,38450.0,Pennsylvania,Private not-for-profit,3012.0,1732.0,1280.0,2100.0,912.0,1079.0,1021.0,83.0,82.0,86.0,47.0,60.0,62.0
Carnegie Mellon University,2013,Doctor's degree - research/scholarship,Yes,Yes,Yes,Implied no,18884.0,4813.0,1442.0,12367.0,47642.0,62032.0,62032.0,Pennsylvania,Private not-for-profit,12367.0,11279.0,1088.0,5917.0,6450.0,5723.0,194.0,37.0,42.0,33.0,74.0,85.0,88.0
Cedar Crest College,2013,Master's degree,Yes,Yes,Implied no,Implied no,1063.0,625.0,141.0,1486.0,33000.0,45021.0,45021.0,Pennsylvania,Private not-for-profit,1486.0,681.0,805.0,1286.0,200.0,640.0,646.0,93.0,93.0,91.0,50.0,56.0,60.0
Chatham University,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,594.0,361.0,92.0,2170.0,32454.0,46162.0,46162.0,Pennsylvania,Private not-for-profit,2170.0,1488.0,682.0,973.0,1197.0,611.0,362.0,85.0,91.0,80.0,44.0,49.0,50.0
Chestnut Hill College,2013,Doctor's degree -  professional practice,Yes,Yes,Implied no,Yes,1829.0,1058.0,192.0,2161.0,31170.0,44378.0,44378.0,Pennsylvania,Private not-for-profit,2189.0,1442.0,747.0,1517.0,672.0,1165.0,352.0,71.0,68.0,79.0,27.0,36.0,42.0
Cheyney University of Pennsylvania,2013,Master's degree,Yes,Yes,Implied no,Implied no,,,,1212.0,8806.0,21716.0,26212.0,Pennsylvania,Public,1212.0,1123.0,89.0,1179.0,33.0,1114.0,65.0,52.0,52.0,58.0,9.0,20.0,25.0
Clarion University of Pennsylvania,2013,Master's degree,Yes,Yes,Implied no,Implied no,2071.0,1936.0,1072.0,5480.0,9404.0,22120.0,25953.0,Pennsylvania,Public,6080.0,4580.0,1500.0,5199.0,881.0,4373.0,826.0,65.0,63.0,78.0,33.0,51.0,54.0
